,Names,Geometry,Address,Lattitude,Longitude,Category
1341,Monument to Christopher Columbus Monument Fountain at Central Park,POINT(989263.3869428932 219099.07661530373),59th Street and Central Park West (Columbus Circle),40.76805128168805,-73.98190098572601,Park
1342,Monument to Andrew Heiskell Plaza at Bryant Park,POINT(988682.5150731356 214184.81774306297),Northwest corner (street level),40.75456321379428,-73.98400125301339,Park
1343,Monument to Eleanor Roosevelt Memorial at Riverside Park,POINT(988186.0488744676 223683.7511729747),72nd Street and Riverside Drive (Eleanor Roosevelt Memorial Plaza),40.78063555657825,-73.98578763840017,Park
1344,Monument to Gay Liberation at Christopher Park,POINT(983584.224416718 206541.44523456693),"Adjoining Sheridan Square, Christopher, Grove and West 4th Streets",40.73358515319476,-74.00240229789996,Park
1345,Monument to Andrew Haswell Green at Central Park,POINT(996911.2571458071 228965.92335139212),"East Drive, opposite 104th Street",40.79512551025862,-73.95427253447221,Park
1346,Monument to Bronx River Soldier at Varian House Park,POINT(1017588.6085075588 259017.5322113037),North of Valentine-Varian House,40.87755457545712,-73.87944479423363,Park
1347,Monument to Allerton Avenue Bridge Plaques at Bronx Park,POINT(1018999.3858697264 255141.5127323866),East of main entrance to Botanical Gardens,40.866910659922034,-73.87436341426287,Park
1348,Monument to Horace Greeley at Greeley Square,POINT(987475.691043228 212000.2085952312),32nd Street between Broadway and Sixth Avenue,40.74856753693623,-73.9883582189246,Park
1349,Monument to Arthur Brisbane Monument at Central Park,POINT(997195.1447013916 227681.39376822117),Fifth Avenue at 101st Street,40.791599412799115,-73.95324972074611,Park
1350,Monument to Father Duffy D.S.C. Post 54 Flagstaffs at Father Duffy Square,POINT(988391.918869555 215814.67964081463),45th Street and Broadway,40.75903690989172,-73.98504912863801,Park
1351,Monument to Van Nest Memorial at Van Nest Memorial Park,POINT(1021457.3215706348 246429.9527277201),"White Plains Rd., Unionport Rd., Mead St.",40.84299003618548,-73.86552510054115,Park
1352,Monument to Firemen's Memorial at Riverside Park,POINT(991627.6791303008 230239.48609296975),Riverside Drive and West 100th Street,40.79862708455788,-73.97335333294149,Park
1353,Monument to Battle Pass Historic Marker at Prospect Park,POINT(993332.0576113017 182060.72516722977),"West side of East Drive, north of entrance to Prospect Park Wildlife Center",40.666386667712366,-73.96726250022955,Park
1354,Monument to Victor Herbert at Central Park,POINT(991944.0006761402 220790.42559480667),"Mall, across from Bandshell",40.772691667160544,-73.97222166683228,Park
1355,"Monument to Private Joseph F. Merrell, Jr. Memorial at Clove Lakes Park",POINT(954496.1917136312 163528.99484230578),Adjacent to World War II Veterans Memorial Ice Skating Rink,40.615475741894414,-74.10716983464536,Park
1356,Monument to Greenpoint World War II Memorial at Macri Triangle,POINT(997582.5448452234 199502.3536697328),Union and Metropolitan Avenues,40.71425453205414,-73.95190653128546,Park
1357,Monument to Brooklyn War Memorial at S. Parkes Cadman Plaza,POINT(986853.3884820492 193733.7408631444),Fulton and Tillary Streets,40.698430713743385,-73.99061122535042,Park
1358,Monument to Abraham De Peyster at Hanover Square Park,POINT(983477.0107203872 199870.530754894),North west path of park; Worth Street and Lafayette Street,40.715275102176086,-74.00278838762856,Park
1359,Monument to Bayside Hills Memorial Flagstaff at Bell Boulevard Malls,POINT(1049485.2369713932 213478.02683381736),"Bell Blvd., 215th Street and 53rd Avenue",40.75238372260757,-73.76454695864214,Park
1360,Monument to Father Capodanno Memorial at Franklin D. Roosevelt Boardwalk and Beach,POINT(965736.7965289652 154264.9090398103),"Seaside Blvd., (Capodanno Blvd), Sand Lane",40.59007833483398,-74.06665708295803,Park
1361,Monument to Comfort Station Tablet at Riverside Park,POINT(994700.9872881324 236203.90559455752),Riverside Drive and 123rd Street,40.814994667623864,-73.96224388891562,Park
1362,Monument to Francis Makemie at Bowling Green,POINT(980463.9255392252 196186.22316288948),Broadway,40.70516177597499,-74.01365535318973,Park
1363,Monument to Pinetum at Central Park,POINT(993551.6634713112 224464.0248748958),Back of 86th Street shop,40.78277318270646,-73.9664122942247,Park
1364,Monument to Westchester Square Memorial at Owen F. Dolen Golden Age Center,POINT(1027669.6661013068 245723.95610822737),East Tremont and Westchester Avenue,40.84102392360819,-73.84307702750635,Park
1365,Monument to Samuel Finley Breese Morse at Central Park,POINT(993233.0778223872 220735.4886968136),E. 72nd St. and 5th Avenue entrance (formerly in the Mall),40.77253966374905,-73.96756767108879,Park
1366,Monument to J. Otis Swift at Van Cortlandt Park,POINT(1013316.3608184756 263793.3097332269),"Tree, s.e. of mansion",40.89067768597093,-73.89487285884789,Park
1367,Monument to John J. Downing at Randalls Island Park,POINT(1005113.8919872196 228549.50128397343),DOWNING STADIUM; Randalls Island,40.79396698504804,-73.92464915907001,Park
1368,Monument to Bethesda Fountain and Terrace at Central Park,POINT(992292.322157964 221257.03325739503),"North of mall, west wall, east stairs",40.773972072954976,-73.9709635325596,Park
1369,Monument to Glendale War Memorial at Glendale Veterans Triangle,POINT(1017280.9867474736 195000.96733130515),Myrtle and Cooper Avenues,40.701847688948064,-73.88087199299349,Park
1370,Monument to Unisphere Tablets (4) at Flushing Meadows / Corona Park,POINT(1027312.1723937244 211171.0284950584),,40.74618738736727,-73.84459059224154,Park
1371,Monument to Charles B. Stover at Central Park,POINT(992748.7359433024 223460.27228923145),"Shakespeare Garden; top of ""rock of ages""",40.780018956668535,-73.96931288313145,Park
1372,Monument to New Amsterdam Entrance at Flushing Meadows / Corona Park,POINT(1025839.5690397172 212806.87036772072),Northwest of police sub station; near Olmsted Center,40.75068440327211,-73.84989502328516,Park
1373,Monument to Unisphere Tablets (4) at Flushing Meadows / Corona Park,POINT(1027250.940232724 211381.71803431213),,40.746765974336085,-73.84481022875322,Park
1374,Monument to Frederick E. Samuel Memorial at Fredrick Johnson Park,POINT(1002093.792384386 239772.5027880669),Tennis court #7; 7th Avenue between West 150-151 Streets,40.82477761911855,-73.9355265413881,Park
1375,Monument to Bowling Green Marker at Bowling Green,POINT(980469.3274313062 196119.9355658144),South side of Bowling Green Fountain,40.70497983444164,-74.01363583280025,Park
1376,Monument to Governor Alfred E.Smith Flagstaff at Alfred E. Smith Park,POINT(985014.4994433076 198333.6962301433),,40.71105685849958,-73.99724241209584,Park
1377,Monument to James A. Sherry Plaque at Central Park,POINT(992179.0523713828 218940.7150553912),Arsenal Gallery,40.767614486005954,-73.97137522118031,Park
1378,Monument to Eternal Light Flagstaff at Madison Square Park,POINT(987369.9360053836 209625.61787196997),South west side of park,40.74204991819931,-73.98874099897132,Park
1379,Monument to General Kazimierz Pulaski at Silver Lake Park,POINT(958839.002253726 169053.48904263973),Forest Ave at Duer Lane,40.63065283449307,-74.09154833331374,Park
1380,Monument to Alice Hochstader & Edward A. Kerbs at Central Park,POINT(993347.1953763068 220733.25576163828),"East 72nd Street, Inventors Gatepost",40.77253341822073,-73.96715566635963,Park
1381,Monument to Sergeant Joyce Kilmer at Central Park,POINT(991800.2709767222 220324.03381106257),West mall near 67th Street,40.77141166753523,-73.97274111087191,Park
1382,Monument to Genevieve Beavers Earle Flagstaff at Grass Strip along BQE Promenade between Remsen and Montague Streets,POINT(984797.6626066417 192778.84907214344),"Brooklyn Heights Promenade, Montague St. and Montague Terrace",40.69581012394125,-73.99802500521211,Park
1383,Monument to Marquis de Lafayette at Union Square Park,POINT(987025.1985058932 207305.9210678041),Park Avenue South at 16th Street,40.73568304067588,-73.98998601987158,Park
1384,Monument to Garden of Meditation at Flushing Meadows / Corona Park,POINT(1028532.6876692176 210434.991253227),East south-east of Unisphere,40.7441611252325,-73.84019066425662,Park
1385,Monument to Mowgli Rides the Bull Against the Tiger at Prospect Park,POINT(993870.354434967 181707.87810389695),"Prospect Park Zoo; Animal Lifestyles Building, façade above entrance",40.66541761243624,-73.96532264053603,Park
1386,Monument to Anna Atkins Heckscher at Central Park,POINT(990591.2796283066 219305.43676689267),Heckscher Playground; Recreation Building west side architrave,40.76861683390698,-73.97710691655433,Park
1387,Monument to Prison Ship Martyrs Monument at Fort Greene Park,POINT(991029.6567043066 191303.78935822845),"Myrtle to Dekalb Avenues, Edwards and Cumberland Streets",40.69175884671802,-73.9755525151927,Park
1388,Monument to Denis P. Gorman at Denis P. Gorman Memorial Park,POINT(1016348.1273927242 216879.23689489067),"30th Avenue, 84th and 85th Streets",40.76190154942166,-73.88413202521782,Park
1389,Monument to Broad Channel Memorial Park Plaque at Broad Channel Park,POINT(1034555.271096468 161740.2021600604),"Crossbay Blvd., between 4th and 6th Roads",40.610473037365395,-73.8188196271945,Park
1390,Monument to Midland Beach War Memorial at Franklin D. Roosevelt Boardwalk and Beach,POINT(959214.741003558 147200.65217097104),,40.57067233349699,-74.09011366734907,Park
1391,Monument to Reinhard E. Kaltenmeier Tablet at Reinhard E. Kaltenmeier Playground,POINT(965208.0630063862 163294.31289698184),,40.61486108491663,-74.06858625047376,Park
1392,Monument to Heisser Square Park Tree Markers at Heisser Square Park,POINT(1007003.866225645 193844.4266653955),"Knickerbocker and Myrtle Avenue, Bleecker Street",40.69870565061288,-73.9179408545044,Park
1393,Monument to Joan of Arc Memorial at Riverside Park,POINT(990743.8052418828 228603.4703361392),Riverside Drive at 93rd Street,40.794137359392096,-73.97654728638952,Park
1394,Monument to Gus Stanley Memorial at Highbridge Park,POINT(1003259.7710235566 248005.7471483052),180th Street and Amsterdam Avenue,40.84737305339207,-73.93129027735343,Park
1395,Monument to Henry Ward Beecher Monument at Columbus Park,POINT(986992.2120233028 192436.63912664357),Cadman Plaza near Johnson Street,40.69487042914518,-73.99011110478045,Park
1396,Monument to Gretta Moulton Gate at High Rock Park,POINT(949565.3754598052 152320.36207589507),Nevada Avenue entrance,40.58469241787161,-74.12487250004862,Park
1397,Monument to Police Officer Jose A. Perez Plaque at Prospect Park,POINT(991583.2976573856 182735.93477481604),"3rd Street entrance, north side",40.66824158886291,-73.97356540608273,Park
1398,Monument to Debs Myers at City Hall Park,POINT(982217.6106801332 198837.11320230365),South end,40.712438417938806,-74.0073310823491,Park
1399,Monument to Soldiers and Sailors Monument at Riverside Park,POINT(990086.1362816392 227854.16442005336),Riverside Drive at West 89th Street,40.79208117589955,-73.97892314290053,Park
1400,Monument to Lombard Lamp at Central Park,POINT(991628.3208613098 218036.51509214935),East Drive at 60th Street,40.765133168109834,-73.97336441686038,Park
1401,Monument to Ulysses Simpson Grant at Grand Army Plaza,POINT(992623.2670341432 184471.85518747568),"Soldiers and Sailors Memorial Arch, east pier, inside archway",40.673005379315946,-73.96981443615093,Park
1402,Monument to Michael J. Leonard Memorial Plaza at Leonard Circle,POINT(961607.6194198875 157425.00934688747),Hylan Boulevard & Clove Road,40.598742584587846,-74.08153483342323,Park
1403,Monument to Lead Vase at Sutton Parks,POINT(994696.1752898842 214357.1018473059),East 54th St. & East River (southern end of Sutton Place),40.75503103016141,-73.96229524533229,Park
1404,Monument to Michael Friedsam Memorial at Central Park,POINT(991133.2792004644 219751.86238323152),Carousel Building,40.76984175067764,-73.97514975004772,Park
1405,Monument to Eleventh Milestone Marker at Roger Morris Park,POINT(1001300.3225146384 243342.5314091444),"Jumel Terrace, between W. 160 and 162nd Streets; At north east side of Morris-Jumel Mansion",40.83457789027568,-73.93838444436658,Park
1406,Monument to Christopher Columbus at Central Park,POINT(991796.8493956327 219761.2209603041),South end of Mall,40.769866895941135,-73.97275409587633,Park
1407,Monument to Christopher Columbus at Central Park,POINT(991796.8493956327 219761.2209603041),South end of Mall,40.769866895941135,-73.97275409587633,Park
1408,Monument to Baisley Pond Park Memorial at Baisley Pond Park,POINT(1043230.1953476368 185182.34523631632),"Near gate house, 125th Avenue at 155th Street",40.67476299607541,-73.78737103721747,Park
1409,Monument to Theodore Roosevelt Memorial at Asser Levy-Seaside Park,POINT(992532.2931347192 148719.28397622705),"SEASIDE PARK; Seabreeze Ave, W.5th, W. 8th, Ocean Pkwy",40.57487215757232,-73.970186263311,Park
1410,Monument to Chinese Tablet at Riverside Park,POINT(994553.5384360552 235834.16322380304),"Riverside Drive, north of Grant's Tomb",40.813980001439084,-73.96277714251866,Park
1411,Monument to Woman's League Memorial Grove at Riverside Park,POINT(993929.8021507264 234600.02264747024),119th Street at Riverside Drive,40.81059333495548,-73.96503224958106,Park
1412,Monument to Horace Greeley at City Hall Park,POINT(982879.7812718004 199001.07612897456),Northeast corner of the park,40.712888584444926,-74.00494258362332,Park
1413,Monument to Rockefeller Fountain at Bronx Park,POINT(1018071.6616753042 250374.2758758068),"Zoo, North end, Astor Court",40.85382964516954,-73.87774165751549,Park
1414,Monument to A Bird Named Goldilocks at Clove Lakes Park,POINT(955240.6698834748 164097.71548964083),Adjacent to the Stonehenge administration building,40.617039229919044,-74.10449075501805,Park
1415,Monument to Bernard M. Baruch Memorial at Baruch Playground,POINT(990715.7370565534 200526.8581824005),"Bust on loan to Bellevue Hospital, 462 1st Avenue, New York, NY 10010",40.71707423484073,-73.9766756557052,Park
1416,Monument to Dr. Alexander J.C. Skene at Grand Army Plaza,POINT(992483.8782052994 185176.6592240632),Against an earth bank to the southeast of the main plaza ellipse between Vanderbilt and Flatbush Avenues,40.6749400385935,-73.97031607077675,Park
1417,Monument to Pilgrim at Central Park,POINT(993002.1215913892 220954.15886314213),East 72nd St. entrance,40.77314008781258,-73.96840122609753,Park
1418,Monument to Lions (2) at Bryant Park,POINT(989375.0970213116 213631.31852197647),"NY PUBLIC LIBRARY; 5th ave, 40th to 42nd st",40.75304362464294,-73.98150186544876,Park
1419,Monument to Discus Thrower at Randalls Island Park,POINT(1006609.7459508926 229452.9489521384),Triangular median off ramp of Triborough Bridge,40.796443044704276,-73.91924381324709,Park
1420,Monument to Chester Alan Arthur at Madison Square Park,POINT(987820.4269023092 209876.40083497763),"Near northeast entrance, Madison Avenue and East 26th Street",40.7427380844913,-73.98711516667287,Park
